HHID,Home,MemID,EpisodeID,OrigLoc,DestLoc,LeaveTime,TravelTime,BeginTime,EndTime,ActivityType,Mode,With,Charging
215872,5711,1,0,5711,5711,03:00+0,0,03:00+0,11:43+0,Home,Missing,Missing,PrivateCharging
215872,5711,1,1,5711,5711,11:43+0,17,12:00+0,12:43+0,Leisure,Public Transport,Missing,NoCharging
215872,5711,1,2,5711,5615,13:23+0,24,13:47+0,13:52+0,Leisure,Public Transport,Missing,NoCharging
215872,5711,1,3,5615,5711,13:52+0,75,15:07+0,03:00+1,Home,Public Transport,Missing,NoCharging
215882,5711,0,0,5711,5711,03:00+0,0,03:00+0,11:33+0,Home,Missing,Missing,PrivateCharging
215882,5711,0,1,5711,5625,11:33+0,27,12:00+0,13:17+0,Leisure,Car,Missing,NoCharging
215882,5711,0,2,5625,5711,13:18+0,27,13:45+0,15:27+0,Home,Car,Missing,PrivateCharging
215882,5711,0,3,5711,5625,15:28+0,27,15:55+0,16:04+0,Leisure,Car,Missing,NoCharging
215882,5711,0,4,5625,5711,16:04+0,27,16:31+0,03:00+1,Home,Car,Missing,NoCharging
215882,5711,1,0,5711,5711,03:00+0,0,03:00+0,07:53+0,Home,Missing,Missing,PrivateCharging
215882,5711,1,1,5711,5615,07:53+0,20,08:13+0,11:56+0,Work,Car,Missing,NoCharging
215882,5711,1,2,5615,5615,11:58+0,5,12:03+0,12:08+0,Business,Car,Missing,NoCharging
215882,5711,1,3,5615,4283,12:08+0,50,12:58+0,13:03+0,Business,Car,Missing,NoCharging
215882,5711,1,4,4283,5711,13:03+0,64,14:07+0,03:00+1,Home,Car,Missing,NoCharging
215883,5711,0,0,5711,5711,03:00+0,0,03:00+0,07:51+0,Home,Missing,Missing,PrivateCharging
215883,5711,0,1,5711,5711,07:51+0,23,08:14+0,11:24+0,Work,Walking or Biking,Missing,NoCharging
215883,5711,0,2,5711,5711,11:44+0,11,11:55+0,16:53+0,Work,Walking or Biking,Missing,NoCharging
215883,5711,0,3,5711,5711,16:53+0,6,16:59+0,17:05+0,Services,Walking or Biking,Missing,NoCharging
215883,5711,0,4,5711,5711,17:05+0,11,17:16+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
215883,5711,1,0,5711,5711,03:00+0,0,03:00+0,16:19+0,Home,Missing,Missing,PrivateCharging
215883,5711,1,1,5711,5711,16:19+0,5,16:24+0,17:27+0,Social,Walking or Biking,Missing,NoCharging
215883,5711,1,2,5711,5711,17:27+0,21,17:48+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
215885,5711,0,0,5711,5711,03:00+0,0,03:00+0,09:18+0,Home,Missing,Missing,NoCharging
215885,5711,0,1,5711,5711,09:18+0,6,09:24+0,11:13+0,Business,Car,Missing,PublicCharging
215885,5711,0,2,5711,5616,11:13+0,22,11:35+0,13:18+0,Work,Car,Missing,NoCharging
215885,5711,0,3,5616,5616,13:20+0,5,13:25+0,14:09+0,Business,Car,Missing,PublicCharging
215885,5711,0,4,5616,5711,14:09+0,22,14:31+0,14:49+0,Home,Car,Missing,NoCharging
215885,5711,0,5,5711,5612,14:49+0,23,15:12+0,15:17+0,Business,Car,Missing,SemiPublicCharging
215885,5711,0,6,5612,5616,15:17+0,3,15:20+0,16:49+0,Work,Car,Missing,PublicCharging
215885,5711,0,7,5616,5616,16:58+0,6,17:04+0,19:36+0,Business,Car,Missing,NoCharging
215885,5711,0,8,5616,5711,19:36+0,22,19:58+0,03:00+1,Home,Car,Missing,NoCharging
215885,5711,1,0,5711,5711,03:00+0,0,03:00+0,08:48+0,Home,Missing,Missing,NoCharging
215885,5711,1,1,5711,5711,08:48+0,5,08:53+0,10:57+0,Work,Car,Missing,NoCharging
215885,5711,1,2,5711,5721,11:06+0,6,11:12+0,11:33+0,Business,Car,Missing,NoCharging
215885,5711,1,3,5721,5711,11:51+0,6,11:57+0,13:08+0,Work,Car,Missing,SemiPublicCharging
215885,5711,1,4,5711,5625,13:08+0,27,13:35+0,14:12+0,Other,Car,Missing,NoCharging
215885,5711,1,5,5625,5711,14:12+0,27,14:39+0,03:00+1,Home,Car,Missing,PrivateCharging
216047,5715,0,0,5715,5715,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
216047,5715,1,0,5715,5715,03:00+0,0,03:00+0,07:46+0,Home,Missing,Missing,NoCharging
216047,5715,1,1,5715,5715,07:46+0,6,07:52+0,11:57+0,Work,Walking or Biking,Missing,NoCharging
216047,5715,1,2,5715,5715,11:57+0,28,12:25+0,13:19+0,Home,Walking or Biking,Missing,NoCharging
216047,5715,1,3,5715,5715,13:20+0,5,13:25+0,16:32+0,Business,Car,Missing,NoCharging
216047,5715,1,4,5715,5715,16:32+0,5,16:37+0,03:00+1,Home,Car,Missing,PrivateCharging
216046,5711,0,0,5711,5711,03:00+0,0,03:00+0,13:50+0,Home,Missing,Missing,NoCharging
216046,5711,0,1,5711,6216,13:50+0,55,14:45+0,17:14+0,NonGroc,Car,Missing,NoCharging
216046,5711,0,2,6216,5711,17:14+0,55,18:09+0,03:00+1,Home,Car,Missing,NoCharging
216046,5711,1,0,5711,5711,03:00+0,0,03:00+0,08:36+0,Home,Missing,Missing,PrivateCharging
216046,5711,1,1,5711,5711,08:36+0,28,09:04+0,13:30+0,Work,Walking or Biking,Missing,NoCharging
216046,5711,1,2,5711,5711,13:30+0,26,13:56+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
216045,5711,0,0,5711,5711,03:00+0,0,03:00+0,10:56+0,Home,Missing,Missing,NoCharging
216045,5711,0,1,5711,5711,10:56+0,8,11:04+0,12:34+0,Groceries,Walking or Biking,Missing,NoCharging
216045,5711,0,2,5711,5711,12:34+0,10,12:44+0,13:16+0,Home,Walking or Biking,Missing,NoCharging
216045,5711,0,3,5711,5711,13:16+0,26,13:42+0,14:33+0,Leisure,Walking or Biking,Missing,NoCharging
216045,5711,0,4,5711,5711,14:33+0,24,14:57+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
216045,5711,1,0,5711,5711,03:00+0,0,03:00+0,07:36+0,Home,Missing,Missing,NoCharging
216045,5711,1,1,5711,5712,07:36+0,8,07:44+0,14:49+0,Work,Car,Missing,SemiPublicCharging
216045,5711,1,2,5712,5712,14:57+0,8,15:05+0,15:55+0,NonGroc,Car,Missing,NoCharging
216045,5711,1,3,5712,5712,16:23+0,8,16:31+0,18:08+0,Leisure,Car,Missing,PublicCharging
216045,5711,1,4,5712,5711,18:08+0,8,18:16+0,03:00+1,Home,Car,Missing,NoCharging
216078,5711,0,0,5711,5711,03:00+0,0,03:00+0,15:07+0,Home,Missing,Missing,PrivateCharging
216078,5711,0,1,5711,5667,15:07+0,17,15:24+0,15:47+0,Groceries,Car as Passenger,Missing,PublicCharging
216078,5711,0,2,5667,5711,15:47+0,17,16:04+0,16:55+0,Home,Car as Passenger,Missing,NoCharging
216078,5711,0,3,5711,5711,16:55+0,25,17:20+0,17:44+0,NonGroc,Walking or Biking,Missing,NoCharging
216078,5711,0,4,5711,5711,17:44+0,29,18:13+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
216078,5711,1,0,5711,5711,03:00+0,0,03:00+0,06:47+0,Home,Missing,Missing,PrivateCharging
216078,5711,1,1,5711,5711,06:47+0,7,06:54+0,16:37+0,Work,Car,Missing,PublicCharging
216078,5711,1,2,5711,5711,16:37+0,7,16:44+0,03:00+1,Home,Car,Missing,NoCharging
216081,5711,0,0,5711,5711,03:00+0,0,03:00+0,16:22+0,Home,Missing,Missing,NoCharging
216081,5711,0,1,5711,4641,16:22+0,88,17:50+0,01:32+1,Touring,Car,Missing,NoCharging
216081,5711,0,2,4641,5711,01:32+1,88,03:00+1,03:00+1,Home,Car,Missing,PrivateCharging
216081,5711,1,0,5711,5711,03:00+0,0,03:00+0,07:09+0,Home,Missing,Missing,NoCharging
216081,5711,1,1,5711,5504,07:09+0,22,07:31+0,12:23+0,Work,Car,Missing,NoCharging
216081,5711,1,2,5504,5711,12:23+0,22,12:45+0,15:32+0,Home,Car,Missing,NoCharging
216081,5711,1,3,5711,5712,15:52+0,8,16:00+0,17:41+0,Social,Car as Passenger,Missing,NoCharging
216081,5711,1,4,5712,5711,17:41+0,8,17:49+0,03:00+1,Home,Car as Passenger,Missing,PrivateCharging
216923,5711,0,0,5711,5711,03:00+0,0,03:00+0,08:20+0,Home,Missing,Missing,PrivateCharging
216923,5711,0,1,5711,5711,08:20+0,9,08:29+0,17:07+0,Work,Walking or Biking,Missing,NoCharging
216923,5711,0,2,5711,5711,17:07+0,21,17:28+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
216923,5711,1,0,5711,5711,03:00+0,0,03:00+0,07:40+0,Home,Missing,Missing,NoCharging
216923,5711,1,1,5711,5711,07:40+0,5,07:45+0,07:59+0,BringGet,Car as Passenger,Missing,PublicCharging
216923,5711,1,2,5711,5711,08:26+0,6,08:32+0,12:22+0,Work,Car as Passenger,Missing,SemiPublicCharging
216923,5711,1,3,5711,5711,12:33+0,6,12:39+0,16:12+0,Work,Car as Passenger,Missing,SemiPublicCharging
216923,5711,1,4,5711,5711,16:12+0,7,16:19+0,03:00+1,Home,Car as Passenger,Missing,NoCharging
216871,5711,0,0,5711,5711,03:00+0,0,03:00+0,15:40+0,Home,Missing,Missing,NoCharging
216871,5711,0,1,5711,5645,15:40+0,18,15:58+0,02:42+1,Touring,Car,Missing,SemiPublicCharging
216871,5711,0,2,5645,5711,02:42+1,18,03:00+1,03:00+1,Home,Car,Missing,PrivateCharging
216871,5711,1,0,5711,5711,03:00+0,0,03:00+0,06:59+0,Home,Missing,Missing,NoCharging
216871,5711,1,1,5711,5711,06:59+0,17,07:16+0,07:21+0,BringGet,Walking or Biking,Missing,NoCharging
216871,5711,1,2,5711,5711,07:21+0,29,07:50+0,12:52+0,Home,Walking or Biking,Missing,NoCharging
216871,5711,1,3,5711,5711,12:53+0,29,13:22+0,13:27+0,BringGet,Walking or Biking,Missing,NoCharging
216871,5711,1,4,5711,5711,13:27+0,26,13:53+0,14:06+0,Home,Walking or Biking,Missing,NoCharging
216871,5711,1,5,5711,6706,14:07+0,73,15:20+0,15:25+0,BringGet,Car as Passenger,Missing,PublicCharging
216871,5711,1,6,6706,5711,15:25+0,73,16:38+0,03:00+1,Home,Car as Passenger,Missing,NoCharging
216971,5711,0,0,5711,5711,03:00+0,0,03:00+0,08:54+0,Home,Missing,Missing,NoCharging
216971,5711,0,1,5711,5711,08:54+0,7,09:01+0,17:32+0,Work,Car,Missing,NoCharging
216971,5711,0,2,5711,5711,17:32+0,5,17:37+0,03:00+1,Home,Car,Missing,PrivateCharging
216971,5711,1,0,5711,5711,03:00+0,0,03:00+0,06:50+0,Home,Missing,Missing,PrivateCharging
216971,5711,1,1,5711,5622,06:50+0,25,07:15+0,16:55+0,Work,Car,Missing,FastCharging
216971,5711,1,2,5622,5622,16:55+0,8,17:03+0,17:20+0,Other,Car,Missing,NoCharging
216971,5711,1,3,5622,5711,17:20+0,25,17:45+0,03:00+1,Home,Car,Missing,SemiPublicCharging
216972,5711,0,0,5711,5711,03:00+0,0,03:00+0,07:43+0,Home,Missing,Missing,PrivateCharging
216972,5711,0,1,5711,5711,07:43+0,8,07:51+0,16:46+0,Work,Car,Missing,FastCharging
216972,5711,0,2,5711,5711,16:46+0,8,16:54+0,03:00+1,Home,Car,Missing,NoCharging
216972,5711,1,0,5711,5711,03:00+0,0,03:00+0,09:06+0,Home,Missing,Missing,NoCharging
216972,5711,1,1,5711,5711,09:06+0,24,09:30+0,17:11+0,Work,Walking or Biking,Missing,NoCharging
216972,5711,1,2,5711,5711,17:11+0,21,17:32+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
216924,5711,0,0,5711,5711,03:00+0,0,03:00+0,12:57+0,Home,Missing,Missing,PrivateCharging
216924,5711,0,1,5711,5711,12:57+0,6,13:03+0,13:19+0,Groceries,Walking or Biking,Missing,NoCharging
216924,5711,0,2,5711,5711,13:28+0,27,13:55+0,14:56+0,Groceries,Walking or Biking,Missing,NoCharging
216924,5711,0,3,5711,5711,14:56+0,14,15:10+0,17:46+0,Home,Walking or Biking,Missing,NoCharging
216924,5711,0,4,5711,5711,17:47+0,9,17:56+0,18:17+0,Groceries,Car,Missing,NoCharging
216924,5711,0,5,5711,6161,18:17+0,45,19:02+0,21:38+0,Social,Car,Missing,PublicCharging
216924,5711,0,6,6161,5711,21:38+0,45,22:23+0,03:00+1,Home,Car,Missing,PrivateCharging
216924,5711,1,0,5711,5711,03:00+0,0,03:00+0,12:30+0,Home,Missing,Missing,NoCharging
216924,5711,1,1,5711,5711,12:30+0,9,12:39+0,12:55+0,BringGet,Walking or Biking,Missing,NoCharging
216924,5711,1,2,5711,5711,12:55+0,27,13:22+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217027,5711,0,0,5711,5711,03:00+0,0,03:00+0,07:35+0,Home,Missing,Missing,NoCharging
217027,5711,0,1,5711,5623,07:35+0,25,08:00+0,17:07+0,Work,Car,Missing,SemiPublicCharging
217027,5711,0,2,5623,5711,17:07+0,25,17:32+0,03:00+1,Home,Car,Missing,NoCharging
217027,5711,1,0,5711,5711,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
216978,5715,0,0,5715,5715,03:00+0,0,03:00+0,06:21+0,Home,Missing,Missing,PrivateCharging
216978,5715,0,1,5715,5715,06:21+0,6,06:27+0,10:11+0,Work,Car,Missing,PublicCharging
216978,5715,0,2,5715,5715,10:38+0,5,10:43+0,15:29+0,Work,Car,Missing,PublicCharging
216978,5715,0,3,5715,5715,15:29+0,5,15:34+0,03:00+1,Home,Car,Missing,NoCharging
216978,5715,1,0,5715,5715,03:00+0,0,03:00+0,17:34+0,Home,Missing,Missing,NoCharging
216978,5715,1,1,5715,5711,17:34+0,6,17:40+0,17:51+0,Groceries,Car,Missing,NoCharging
216978,5715,1,2,5711,5715,17:51+0,6,17:57+0,03:00+1,Home,Car,Missing,NoCharging
217025,5711,0,0,5711,5711,03:00+0,0,03:00+0,07:46+0,Home,Missing,Missing,PrivateCharging
217025,5711,0,1,5711,5751,07:46+0,15,08:01+0,15:48+0,Work,Car,Missing,NoCharging
217025,5711,0,2,5751,5711,15:48+0,15,16:03+0,03:00+1,Home,Car,Missing,NoCharging
217025,5711,1,0,5711,5711,03:00+0,0,03:00+0,08:35+0,Home,Missing,Missing,SemiPublicCharging
217025,5711,1,1,5711,5711,08:35+0,6,08:41+0,18:10+0,Work,Car,Missing,NoCharging
217025,5711,1,2,5711,5711,18:10+0,5,18:15+0,03:00+1,Home,Car,Missing,PrivateCharging
217028,5711,0,0,5711,5711,03:00+0,0,03:00+0,08:34+0,Home,Missing,Missing,NoCharging
217028,5711,0,1,5711,4819,08:34+0,55,09:29+0,17:10+0,Work,Car,Missing,SemiPublicCharging
217028,5711,0,2,4819,5711,17:53+0,55,18:48+0,19:37+0,Business,Car,Missing,NoCharging
217028,5711,0,3,5711,5711,19:37+0,9,19:46+0,03:00+1,Home,Car,Missing,NoCharging
217028,5711,1,0,5711,5711,03:00+0,0,03:00+0,06:58+0,Home,Missing,Missing,PrivateCharging
217028,5711,1,1,5711,5711,06:58+0,25,07:23+0,16:59+0,Work,Walking or Biking,Missing,NoCharging
217028,5711,1,2,5711,5711,16:59+0,12,17:11+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217030,5711,0,0,5711,5711,03:00+0,0,03:00+0,09:57+0,Home,Missing,Missing,PrivateCharging
217030,5711,0,1,5711,5711,09:57+0,8,10:05+0,16:36+0,Work,Car,Missing,NoCharging
217030,5711,0,2,5711,5711,16:36+0,5,16:41+0,03:00+1,Home,Car,Missing,NoCharging
217030,5711,1,0,5711,5711,03:00+0,0,03:00+0,06:55+0,Home,Missing,Missing,PrivateCharging
217030,5711,1,1,5711,5623,06:55+0,25,07:20+0,16:41+0,Work,Car,Missing,SemiPublicCharging
217030,5711,1,2,5623,5711,16:41+0,25,17:06+0,03:00+1,Home,Car,Missing,NoCharging
217032,5711,0,0,5711,5711,03:00+0,0,03:00+0,08:44+0,Home,Missing,Missing,PrivateCharging
217032,5711,0,1,5711,5711,08:44+0,6,08:50+0,16:15+0,Work,Car,Missing,PublicCharging
217032,5711,0,2,5711,5711,16:15+0,5,16:20+0,03:00+1,Home,Car,Missing,NoCharging
217032,5711,1,0,5711,5711,03:00+0,0,03:00+0,08:05+0,Home,Missing,Missing,NoCharging
217032,5711,1,1,5711,5711,08:05+0,29,08:34+0,15:49+0,Work,Walking or Biking,Missing,NoCharging
217032,5711,1,2,5711,5711,15:49+0,16,16:05+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217029,5711,0,0,5711,5711,03:00+0,0,03:00+0,09:00+0,Home,Missing,Missing,PrivateCharging
217029,5711,0,1,5711,5712,09:00+0,27,09:27+0,10:30+0,Work,Walking or Biking,Missing,NoCharging
217029,5711,0,2,5712,5721,10:40+0,44,11:24+0,12:28+0,Work,Walking or Biking,Missing,NoCharging
217029,5711,0,3,5721,5711,12:28+0,18,12:46+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217029,5711,1,0,5711,5711,03:00+0,0,03:00+0,17:20+0,Home,Missing,Missing,PrivateCharging
217029,5711,1,1,5711,5711,17:20+0,9,17:29+0,19:54+0,Social,Car as Passenger,Missing,SemiPublicCharging
217029,5711,1,2,5711,5711,19:54+0,8,20:02+0,03:00+1,Home,Car as Passenger,Missing,FastCharging
217031,5715,0,0,5715,5715,03:00+0,0,03:00+0,07:24+0,Home,Missing,Missing,PrivateCharging
217031,5715,0,1,5715,5715,07:24+0,6,07:30+0,12:46+0,Work,Car,Missing,FastCharging
217031,5715,0,2,5715,5715,12:56+0,7,13:03+0,17:56+0,Work,Car,Missing,NoCharging
217031,5715,0,3,5715,5715,17:56+0,6,18:02+0,03:00+1,Home,Car,Missing,NoCharging
217031,5715,1,0,5715,5715,03:00+0,0,03:00+0,07:01+0,Home,Missing,Missing,NoCharging
217031,5715,1,1,5715,5623,07:01+0,22,07:23+0,15:20+0,Work,Car,Missing,NoCharging
217031,5715,1,2,5623,5715,15:20+0,22,15:42+0,03:00+1,Home,Car,Missing,NoCharging
217033,5711,0,0,5711,5711,03:00+0,0,03:00+0,09:26+0,Home,Missing,Missing,NoCharging
217033,5711,0,1,5711,5711,09:26+0,7,09:33+0,10:30+0,Business,Car as Passenger,Missing,SemiPublicCharging
217033,5711,0,2,5711,5612,10:31+0,23,10:54+0,12:03+0,Business,Car as Passenger,Missing,NoCharging
217033,5711,0,3,5612,5612,12:03+0,9,12:12+0,12:17+0,Business,Car as Passenger,Missing,NoCharging
217033,5711,0,4,5612,5038,12:28+0,30,12:58+0,13:18+0,Groceries,Car as Passenger,Missing,PublicCharging
217033,5711,0,5,5038,5711,13:18+0,44,14:02+0,03:00+1,Home,Car as Passenger,Missing,PrivateCharging
217033,5711,1,0,5711,5711,03:00+0,0,03:00+0,07:12+0,Home,Missing,Missing,PrivateCharging
217033,5711,1,1,5711,5623,07:12+0,25,07:37+0,11:17+0,Work,Car,Missing,SemiPublicCharging
217033,5711,1,2,5623,5711,11:17+0,25,11:42+0,03:00+1,Home,Car,Missing,PrivateCharging
217035,5711,0,0,5711,5711,03:00+0,0,03:00+0,14:40+0,Home,Missing,Missing,NoCharging
217035,5711,0,1,5711,5712,14:40+0,27,15:07+0,21:05+0,Touring,Walking or Biking,Missing,NoCharging
217035,5711,0,2,5712,5711,21:05+0,27,21:32+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217035,5711,1,0,5711,5711,03:00+0,0,03:00+0,14:21+0,Home,Missing,Missing,PrivateCharging
217035,5711,1,1,5711,6099,14:21+0,31,14:52+0,15:11+0,Groceries,Car,Missing,PublicCharging
217035,5711,1,2,6099,5711,15:11+0,31,15:42+0,03:00+1,Home,Car,Missing,PrivateCharging
217034,5711,0,0,5711,5711,03:00+0,0,03:00+0,07:35+0,Home,Missing,Missing,PrivateCharging
217034,5711,0,1,5711,5711,07:35+0,29,08:04+0,17:27+0,Work,Walking or Biking,Missing,NoCharging
217034,5711,0,2,5711,5711,17:27+0,25,17:52+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217034,5711,1,0,5711,5711,03:00+0,0,03:00+0,13:49+0,Home,Missing,Missing,NoCharging
217034,5711,1,1,5711,4884,13:49+0,138,16:07+0,17:44+0,Touring,Public Transport,Missing,NoCharging
217034,5711,1,2,4884,4881,17:44+0,16,18:00+0,20:04+0,Leisure,Public Transport,Missing,NoCharging
217034,5711,1,3,4881,5711,20:04+0,138,22:22+0,03:00+1,Home,Public Transport,Missing,NoCharging
217036,5711,0,0,5711,5711,03:00+0,0,03:00+0,08:48+0,Home,Missing,Missing,PrivateCharging
217036,5711,0,1,5711,5711,08:48+0,18,09:06+0,17:49+0,Work,Walking or Biking,Missing,NoCharging
217036,5711,0,2,5711,5711,17:49+0,9,17:58+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217036,5711,1,0,5711,5711,03:00+0,0,03:00+0,09:29+0,Home,Missing,Missing,NoCharging
217036,5711,1,1,5711,5711,09:29+0,8,09:37+0,14:25+0,Work,Car,Missing,NoCharging
217036,5711,1,2,5711,5711,14:25+0,7,14:32+0,03:00+1,Home,Car,Missing,NoCharging
217038,5711,0,0,5711,5711,03:00+0,0,03:00+0,06:04+0,Home,Missing,Missing,PrivateCharging
217038,5711,0,1,5711,2295,06:04+0,112,07:56+0,17:28+0,Work,Car,Missing,NoCharging
217038,5711,0,2,2295,5711,17:28+0,112,19:20+0,03:00+1,Home,Car,Missing,PrivateCharging
217038,5711,1,0,5711,5711,03:00+0,0,03:00+0,07:30+0,Home,Missing,Missing,NoCharging
217038,5711,1,1,5711,5711,07:30+0,9,07:39+0,13:48+0,Work,Walking or Biking,Missing,NoCharging
217038,5711,1,2,5711,5711,13:48+0,15,14:03+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217041,5715,0,0,5715,5715,03:00+0,0,03:00+0,07:41+0,Home,Missing,Missing,NoCharging
217041,5715,0,1,5715,5715,07:41+0,9,07:50+0,16:05+0,Work,Walking or Biking,Missing,NoCharging
217041,5715,0,2,5715,5715,16:05+0,8,16:13+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217041,5715,1,0,5715,5715,03:00+0,0,03:00+0,07:56+0,Home,Missing,Missing,PrivateCharging
217041,5715,1,1,5715,5711,07:56+0,6,08:02+0,11:15+0,Work,Car,Missing,NoCharging
217041,5715,1,2,5711,5715,11:15+0,6,11:21+0,13:24+0,Home,Car,Missing,PrivateCharging
217041,5715,1,3,5715,5711,13:24+0,6,13:30+0,16:55+0,Social,Car,Missing,NoCharging
217041,5715,1,4,5711,5427,16:56+0,32,17:28+0,20:45+0,Social,Car,Missing,SemiPublicCharging
217041,5715,1,5,5427,5715,20:45+0,29,21:14+0,03:00+1,Home,Car,Missing,NoCharging
217043,5711,0,0,5711,5711,03:00+0,0,03:00+0,08:04+0,Home,Missing,Missing,NoCharging
217043,5711,0,1,5711,5711,08:04+0,25,08:29+0,17:27+0,Work,Walking or Biking,Missing,NoCharging
217043,5711,0,2,5711,5711,17:27+0,105,19:12+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217043,5711,1,0,5711,5711,03:00+0,0,03:00+0,06:55+0,Home,Missing,Missing,PrivateCharging
217043,5711,1,1,5711,6704,06:55+0,75,08:10+0,16:24+0,Work,Car,Missing,NoCharging
217043,5711,1,2,6704,3925,16:47+0,20,17:07+0,17:28+0,Groceries,Car,Missing,NoCharging
217043,5711,1,3,3925,5711,17:28+0,91,18:59+0,03:00+1,Home,Car,Missing,PrivateCharging
217048,5711,0,0,5711,5711,03:00+0,0,03:00+0,17:31+0,Home,Missing,Missing,PrivateCharging
217048,5711,0,1,5711,5712,17:31+0,8,17:39+0,17:59+0,Services,Car,Missing,PublicCharging
217048,5711,0,2,5712,5711,17:59+0,8,18:07+0,03:00+1,Home,Car,Missing,NoCharging
217048,5711,1,0,5711,5711,03:00+0,0,03:00+0,06:52+0,Home,Missing,Missing,NoCharging
217048,5711,1,1,5711,5711,06:52+0,17,07:09+0,16:41+0,Work,Walking or Biking,Missing,NoCharging
217048,5711,1,2,5711,5711,16:41+0,26,17:07+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
217056,5711,0,0,5711,5711,03:00+0,0,03:00+0,06:10+0,Home,Missing,Missing,NoCharging
217056,5711,0,1,5711,3582,06:10+0,76,07:26+0,19:20+0,Work,Car,Missing,NoCharging
217056,5711,0,2,3582,5711,19:20+0,76,20:36+0,03:00+1,Home,Car,Missing,NoCharging
217056,5711,1,0,5711,5711,03:00+0,0,03:00+0,06:13+0,Home,Missing,Missing,NoCharging
217056,5711,1,1,5711,5737,06:13+0,24,06:37+0,10:59+0,Work,Car,Missing,SemiPublicCharging
217056,5711,1,2,5737,5711,10:59+0,24,11:23+0,14:29+0,Home,Car,Missing,NoCharging
217056,5711,1,3,5711,6017,14:30+0,29,14:59+0,16:53+0,Business,Car,Missing,NoCharging
217056,5711,1,4,6017,5711,16:53+0,29,17:22+0,03:00+1,Home,Car,Missing,PrivateCharging
217046,5711,0,0,5711,5711,03:00+0,0,03:00+0,08:15+0,Home,Missing,Missing,PrivateCharging
217046,5711,0,1,5711,5711,08:15+0,7,08:22+0,17:07+0,Work,Walking or Biking,Missing,NoCharging
217046,5711,0,2,5711,5469,18:28+0,28,18:56+0,21:54+0,Leisure,Walking or Biking,Missing,NoCharging
217046,5711,0,3,5469,5711,21:54+0,129,00:03+1,03:00+1,Home,Walking or Biking,Missing,NoCharging
217046,5711,1,0,5711,5711,03:00+0,0,03:00+0,07:32+0,Home,Missing,Missing,NoCharging
217046,5711,1,1,5711,5735,07:32+0,19,07:51+0,10:31+0,Work,Car,Missing,NoCharging
217046,5711,1,2,5735,5735,11:28+0,9,11:37+0,13:07+0,Work,Car,Missing,PublicCharging
217046,5711,1,3,5735,5711,13:07+0,19,13:26+0,15:29+0,Home,Car,Missing,PrivateCharging
217046,5711,1,4,5711,5735,15:30+0,19,15:49+0,15:59+0,Groceries,Car,Missing,NoCharging
217046,5711,1,5,5735,5711,15:59+0,19,16:18+0,03:00+1,Home,Car,Missing,NoCharging
217057,5715,0,0,5715,5715,03:00+0,0,03:00+0,07:26+0,Home,Missing,Missing,NoCharging
217057,5715,0,1,5715,5652,07:26+0,18,07:44+0,16:42+0,Work,Car,Missing,SemiPublicCharging
217057,5715,0,2,5652,5715,16:42+0,18,17:00+0,03:00+1,Home,Car,Missing,PrivateCharging
217057,5715,1,0,5715,5715,03:00+0,0,03:00+0,15:55+0,Home,Missing,Missing,PrivateCharging
217057,5715,1,1,5715,5612,15:55+0,20,16:15+0,18:56+0,Social,Car as Passenger,Missing,NoCharging
217057,5715,1,2,5612,5715,18:56+0,20,19:16+0,03:00+1,Home,Car as Passenger,Missing,NoCharging
217058,5711,0,0,5711,5711,03:00+0,0,03:00+0,07:51+0,Home,Missing,Missing,PrivateCharging
217058,5711,0,1,5711,5652,07:51+0,21,08:12+0,13:45+0,Work,Car,Missing,NoCharging
217058,5711,0,2,5652,5652,14:56+0,7,15:03+0,17:48+0,Work,Car,Missing,NoCharging
217058,5711,0,3,5652,5711,17:48+0,21,18:09+0,03:00+1,Home,Car,Missing,NoCharging
217058,5711,1,0,5711,5711,03:00+0,0,03:00+0,11:47+0,Home,Missing,Missing,PrivateCharging
217058,5711,1,1,5711,5621,11:47+0,25,12:12+0,12:50+0,Groceries,Car as Passenger,Missing,PublicCharging
217058,5711,1,2,5621,5711,12:50+0,25,13:15+0,03:00+1,Home,Car as Passenger,Missing,NoCharging
220554,5691,0,0,5691,5691,03:00+0,0,03:00+0,05:43+0,Home,Missing,Missing,PrivateCharging
